sub_region_1,date,transit_stations_percent_change_from_baseline
Tavastia Proper,2020-03-05,-3.0
Tavastia Proper,2020-03-06,-8.0
Tavastia Proper,2020-03-07,-2.0
Tavastia Proper,2020-03-08,5.0
Tavastia Proper,2020-03-09,-3.0
Tavastia Proper,2020-03-10,-8.0
Tavastia Proper,2020-03-11,-8.0
Tavastia Proper,2020-03-12,-7.0
Tavastia Proper,2020-03-13,-26.0
Tavastia Proper,2020-03-14,-32.0
Tavastia Proper,2020-03-15,-34.0
Tavastia Proper,2020-03-16,-32.0
Tavastia Proper,2020-03-17,-43.0
Tavastia Proper,2020-03-18,-48.0
Tavastia Proper,2020-03-19,-48.0
Tavastia Proper,2020-03-20,-56.0
Tavastia Proper,2020-03-21,-58.0
Tavastia Proper,2020-03-22,-56.0
Tavastia Proper,2020-03-23,-53.0
Tavastia Proper,2020-03-24,-53.0
Tavastia Proper,2020-03-25,-55.0
Tavastia Proper,2020-03-26,-48.0
Tavastia Proper,2020-03-27,-59.0
Tavastia Proper,2020-03-28,-56.0
Tavastia Proper,2020-03-29,-62.0
Tavastia Proper,2020-03-30,-57.0
Tavastia Proper,2020-03-31,-56.0
Tavastia Proper,2020-04-01,-51.0
Tavastia Proper,2020-04-02,-54.0
Tavastia Proper,2020-04-03,-64.0
Tavastia Proper,2020-04-04,-61.0
Tavastia Proper,2020-04-05,-61.0
Tavastia Proper,2020-04-06,-54.0
Tavastia Proper,2020-04-07,-58.0
Tavastia Proper,2020-04-08,-55.0
Tavastia Proper,2020-04-09,-47.0
Tavastia Proper,2020-04-10,-75.0
Tavastia Proper,2020-04-11,-58.0
Tavastia Proper,2020-04-12,-75.0
Tavastia Proper,2020-04-13,-66.0
Tavastia Proper,2020-04-14,-58.0
Tavastia Proper,2020-04-15,-54.0
Tavastia Proper,2020-04-16,-58.0
Tavastia Proper,2020-04-17,-61.0
Tavastia Proper,2020-04-18,-48.0
Tavastia Proper,2020-04-19,-52.0
Tavastia Proper,2020-04-20,-51.0
Tavastia Proper,2020-04-21,-45.0
Tavastia Proper,2020-04-22,-45.0
Tavastia Proper,2020-04-23,-50.0
Tavastia Proper,2020-04-24,-58.0
Tavastia Proper,2020-04-25,-49.0
Tavastia Proper,2020-04-26,-56.0
Tavastia Proper,2020-04-27,-46.0
Tavastia Proper,2020-04-28,-51.0
Tavastia Proper,2020-04-29,-46.0
Tavastia Proper,2020-04-30,-39.0
Tavastia Proper,2020-05-01,-68.0
Tavastia Proper,2020-05-02,-49.0
Tavastia Proper,2020-05-03,-45.0
Tavastia Proper,2020-05-04,-44.0
Tavastia Proper,2020-05-05,-44.0
Tavastia Proper,2020-05-06,-40.0
Tavastia Proper,2020-05-07,-41.0
Tavastia Proper,2020-05-08,-48.0
Tavastia Proper,2020-05-09,-36.0
Tavastia Proper,2020-05-10,-38.0
Tavastia Proper,2020-05-11,-50.0
Tavastia Proper,2020-05-12,-45.0
Tavastia Proper,2020-05-13,-46.0
Tavastia Proper,2020-05-14,-39.0
Tavastia Proper,2020-05-15,-52.0
Tavastia Proper,2020-05-16,-43.0
Tavastia Proper,2020-05-17,-47.0
Tavastia Proper,2020-05-18,-42.0
Tavastia Proper,2020-05-19,-44.0
Tavastia Proper,2020-05-20,-30.0
Tavastia Proper,2020-05-21,-49.0
Tavastia Proper,2020-05-22,-42.0
Tavastia Proper,2020-05-23,-21.0
Tavastia Proper,2020-05-24,-35.0
Tavastia Proper,2020-05-25,-33.0
Tavastia Proper,2020-05-26,-30.0
Tavastia Proper,2020-05-27,-34.0
Tavastia Proper,2020-05-28,-30.0
Tavastia Proper,2020-05-29,-42.0
Tavastia Proper,2020-05-30,-17.0
Tavastia Proper,2020-05-31,-28.0
Tavastia Proper,2020-06-01,-28.0
Tavastia Proper,2020-06-02,-29.0
Tavastia Proper,2020-06-03,-26.0
Tavastia Proper,2020-06-04,-28.0
Tavastia Proper,2020-06-05,-44.0
Tavastia Proper,2020-06-06,-25.0
Tavastia Proper,2020-06-07,-19.0
Tavastia Proper,2020-06-08,-34.0
Tavastia Proper,2020-06-09,-33.0
Tavastia Proper,2020-06-10,-25.0
Tavastia Proper,2020-06-11,-21.0
Tavastia Proper,2020-06-12,-34.0
Tavastia Proper,2020-06-13,-9.0
Tavastia Proper,2020-06-14,-9.0
Tavastia Proper,2020-06-15,-23.0
Tavastia Proper,2020-06-16,-30.0
Tavastia Proper,2020-06-17,-22.0
Tavastia Proper,2020-06-18,-12.0
Tavastia Proper,2020-06-19,-52.0
Tavastia Proper,2020-06-20,-32.0
Tavastia Proper,2020-06-21,-11.0
Tavastia Proper,2020-06-22,-23.0
Tavastia Proper,2020-06-23,-28.0
Tavastia Proper,2020-06-24,-19.0
Tavastia Proper,2020-06-25,-23.0
Tavastia Proper,2020-06-26,-35.0
Tavastia Proper,2020-06-27,-2.0
Tavastia Proper,2020-06-28,-2.0
Tavastia Proper,2020-06-29,-28.0
Tavastia Proper,2020-06-30,-36.0
Tavastia Proper,2020-07-01,-25.0
Tavastia Proper,2020-07-02,-17.0
Tavastia Proper,2020-07-03,-28.0
Tavastia Proper,2020-07-04,-24.0
Tavastia Proper,2020-07-05,-12.0
Tavastia Proper,2020-07-06,-17.0
Tavastia Proper,2020-07-07,-25.0
Tavastia Proper,2020-07-08,-17.0
Tavastia Proper,2020-07-09,-19.0
Tavastia Proper,2020-07-10,-32.0
Tavastia Proper,2020-07-11,-20.0
Tavastia Proper,2020-07-12,-10.0
Tavastia Proper,2020-07-13,-23.0
Tavastia Proper,2020-07-14,-15.0
Tavastia Proper,2020-07-15,-12.0
Tavastia Proper,2020-07-16,-13.0
Tavastia Proper,2020-07-17,-26.0
Tavastia Proper,2020-07-18,0.0
Tavastia Proper,2020-07-19,3.0
Tavastia Proper,2020-07-20,-18.0
Tavastia Proper,2020-07-21,-25.0
Tavastia Proper,2020-07-22,-18.0
Tavastia Proper,2020-07-23,-24.0
Tavastia Proper,2020-07-24,-38.0
Tavastia Proper,2020-07-25,-1.0
Tavastia Proper,2020-07-26,1.0
Tavastia Proper,2020-07-27,-18.0
Tavastia Proper,2020-07-28,-29.0
Tavastia Proper,2020-07-29,-27.0
Tavastia Proper,2020-07-30,-20.0
Tavastia Proper,2020-07-31,-27.0
Tavastia Proper,2020-08-01,1.0
Tavastia Proper,2020-08-02,-9.0
Tavastia Proper,2020-08-03,-20.0
Tavastia Proper,2020-08-04,-17.0
Tavastia Proper,2020-08-05,-10.0
Tavastia Proper,2020-08-06,-9.0
Tavastia Proper,2020-08-07,-24.0
Tavastia Proper,2020-08-08,3.0
Tavastia Proper,2020-08-09,-4.0
Tavastia Proper,2020-08-10,-14.0
Tavastia Proper,2020-08-11,-21.0
Tavastia Proper,2020-08-12,-24.0
Tavastia Proper,2020-08-13,-20.0
Tavastia Proper,2020-08-14,-25.0
Tavastia Proper,2020-08-15,7.0
Tavastia Proper,2020-08-16,9.0
Tavastia Proper,2020-09-12,-13.0
Tavastia Proper,2020-09-13,-3.0
Tavastia Proper,2020-09-14,-15.0
Tavastia Proper,2020-09-15,-17.0
Tavastia Proper,2020-09-16,-19.0
Tavastia Proper,2020-09-17,-22.0
Tavastia Proper,2020-09-19,-15.0
Tavastia Proper,2020-09-20,-8.0
Tavastia Proper,2020-09-21,-15.0
Tavastia Proper,2020-09-22,-20.0
Tavastia Proper,2020-09-23,-20.0
Tavastia Proper,2020-09-24,-18.0
Tavastia Proper,2020-09-26,-3.0
Tavastia Proper,2020-09-27,-4.0
Tavastia Proper,2020-09-28,-17.0
Tavastia Proper,2020-09-29,-24.0
Tavastia Proper,2020-09-30,-19.0
Tavastia Proper,2020-10-01,-19.0
Tavastia Proper,2020-10-03,-15.0
Tavastia Proper,2020-10-04,-15.0
Tavastia Proper,2020-10-05,-22.0
Tavastia Proper,2020-10-06,-29.0
Tavastia Proper,2020-10-07,-27.0
Tavastia Proper,2020-10-08,-24.0
Tavastia Proper,2020-10-10,-24.0
Tavastia Proper,2020-10-11,-30.0
Tavastia Proper,2020-10-12,-30.0
Tavastia Proper,2020-10-13,-33.0
Tavastia Proper,2020-10-14,-27.0
Tavastia Proper,2020-10-15,-25.0
Tavastia Proper,2020-10-17,-24.0
Tavastia Proper,2020-10-18,-21.0
Tavastia Proper,2020-10-19,-29.0
Tavastia Proper,2020-10-20,-31.0
Tavastia Proper,2020-10-21,-34.0
Tavastia Proper,2020-10-22,-30.0
Tavastia Proper,2020-10-24,-27.0
Tavastia Proper,2020-10-25,-22.0
Tavastia Proper,2020-10-26,-27.0
Tavastia Proper,2020-10-27,-31.0
Tavastia Proper,2020-10-28,-25.0
Tavastia Proper,2020-10-29,-26.0
Tavastia Proper,2020-10-31,-24.0
Tavastia Proper,2020-11-01,-24.0
Tavastia Proper,2020-11-02,-26.0
Tavastia Proper,2020-11-03,-31.0
Tavastia Proper,2020-11-04,-27.0
Tavastia Proper,2020-11-05,-23.0
Tavastia Proper,2020-11-07,-21.0
Tavastia Proper,2020-11-08,-10.0
Tavastia Proper,2020-11-09,-28.0
Tavastia Proper,2020-11-10,-27.0
Tavastia Proper,2020-11-11,-25.0
Tavastia Proper,2020-11-12,-26.0
Tavastia Proper,2020-11-14,-24.0
Tavastia Proper,2020-11-15,-25.0
Tavastia Proper,2020-11-16,-28.0
Tavastia Proper,2020-11-17,-34.0
Tavastia Proper,2020-11-18,-29.0
Tavastia Proper,2020-11-19,-31.0
Tavastia Proper,2020-11-21,-32.0
Tavastia Proper,2020-11-22,-24.0
Tavastia Proper,2020-11-23,-29.0
Tavastia Proper,2020-11-24,-35.0
Tavastia Proper,2020-11-25,-31.0
Tavastia Proper,2020-11-26,-27.0
Tavastia Proper,2020-11-28,-37.0
Tavastia Proper,2020-11-29,-35.0
Tavastia Proper,2020-11-30,-35.0
Tavastia Proper,2020-12-01,-39.0
Tavastia Proper,2020-12-02,-34.0
Tavastia Proper,2020-12-03,-34.0
Tavastia Proper,2020-12-05,-40.0
Tavastia Proper,2020-12-06,-42.0
Tavastia Proper,2020-12-07,-36.0
Tavastia Proper,2020-12-08,-37.0
Tavastia Proper,2020-12-09,-34.0
Tavastia Proper,2020-12-10,-35.0
Tavastia Proper,2020-12-12,-31.0
Tavastia Proper,2020-12-13,-33.0
Tavastia Proper,2020-12-14,-28.0
Tavastia Proper,2020-12-15,-29.0
Tavastia Proper,2020-12-16,-32.0
Tavastia Proper,2020-12-17,-26.0
Tavastia Proper,2020-12-19,-29.0
Tavastia Proper,2020-12-20,-37.0
Tavastia Proper,2020-12-21,-35.0
Tavastia Proper,2020-12-22,-31.0
Tavastia Proper,2020-12-23,-29.0
Tavastia Proper,2020-12-24,-58.0
Tavastia Proper,2020-12-26,-37.0
Tavastia Proper,2020-12-27,-35.0
Tavastia Proper,2020-12-28,-37.0
Tavastia Proper,2020-12-29,-43.0
Tavastia Proper,2020-12-30,-39.0
Tavastia Proper,2020-12-31,-35.0
Tavastia Proper,2020-02-28,-15.0
Tavastia Proper,2020-03-13,-20.0
Tavastia Proper,2020-03-20,-42.0
Tavastia Proper,2020-03-27,-54.0
Tavastia Proper,2020-04-03,-51.0
Tavastia Proper,2020-04-10,-69.0
Tavastia Proper,2020-04-17,-51.0
Tavastia Proper,2020-04-24,-41.0
Tavastia Proper,2020-05-01,-53.0
Tavastia Proper,2020-05-08,-34.0
Tavastia Proper,2020-05-15,-23.0
Tavastia Proper,2020-05-22,-13.0
Tavastia Proper,2020-05-29,-20.0
Tavastia Proper,2020-06-05,-19.0
Tavastia Proper,2020-06-19,-7.0
Tavastia Proper,2020-06-26,-13.0
Tavastia Proper,2020-10-02,-28.0
Tavastia Proper,2020-10-09,-25.0
Tavastia Proper,2020-10-16,-31.0
Tavastia Proper,2020-10-23,-45.0
Tavastia Proper,2020-10-30,-41.0
Tavastia Proper,2020-11-06,-32.0
Tavastia Proper,2020-11-13,-29.0
Tavastia Proper,2020-11-20,-38.0
Tavastia Proper,2020-11-27,-36.0
Tavastia Proper,2020-12-04,-44.0
Tavastia Proper,2020-12-11,-25.0
Tavastia Proper,2020-12-18,-28.0
Tavastia Proper,2020-12-25,-54.0
Tavastia Proper,2020-02-15,-1.0
Tavastia Proper,2020-02-16,0.0
Tavastia Proper,2020-02-17,-3.0
Tavastia Proper,2020-02-18,2.0
Tavastia Proper,2020-02-19,2.0
Tavastia Proper,2020-02-20,3.0
Tavastia Proper,2020-02-21,1.0
Tavastia Proper,2020-02-22,-3.0
Tavastia Proper,2020-02-23,3.0
Tavastia Proper,2020-02-24,-6.0
Tavastia Proper,2020-02-25,-1.0
Tavastia Proper,2020-02-26,-1.0
Tavastia Proper,2020-02-27,-3.0
Tavastia Proper,2020-02-28,-17.0
Tavastia Proper,2020-02-29,-1.0
Tavastia Proper,2020-03-01,1.0
Tavastia Proper,2020-03-02,1.0
Tavastia Proper,2020-03-03,-6.0
Tavastia Proper,2020-03-04,-8.0
Tavastia Proper,2020-03-05,-1.0
Tavastia Proper,2020-03-06,-5.0
Tavastia Proper,2020-03-07,-7.0
Tavastia Proper,2020-03-08,4.0
Tavastia Proper,2020-03-09,1.0
Tavastia Proper,2020-03-10,-8.0
Tavastia Proper,2020-03-11,-10.0
Tavastia Proper,2020-03-12,-3.0
Tavastia Proper,2020-03-13,-23.0
Tavastia Proper,2020-03-14,-29.0
Tavastia Proper,2020-03-15,-34.0
Tavastia Proper,2020-03-16,-29.0
Tavastia Proper,2020-03-17,-41.0
Tavastia Proper,2020-03-18,-50.0
Tavastia Proper,2020-03-19,-49.0
Tavastia Proper,2020-03-20,-57.0
Tavastia Proper,2020-03-21,-60.0
Tavastia Proper,2020-03-22,-62.0
Tavastia Proper,2020-03-23,-52.0
Tavastia Proper,2020-03-24,-50.0
Tavastia Proper,2020-03-25,-54.0
Tavastia Proper,2020-03-26,-50.0
Tavastia Proper,2020-03-27,-60.0
Tavastia Proper,2020-03-28,-57.0
Tavastia Proper,2020-03-29,-59.0
Tavastia Proper,2020-03-30,-58.0
Tavastia Proper,2020-03-31,-59.0
Tavastia Proper,2020-04-01,-53.0
Tavastia Proper,2020-04-02,-56.0
Tavastia Proper,2020-04-03,-65.0
Tavastia Proper,2020-04-04,-64.0
Tavastia Proper,2020-04-05,-65.0
Tavastia Proper,2020-04-06,-55.0
Tavastia Proper,2020-04-07,-57.0
Tavastia Proper,2020-04-08,-54.0
Tavastia Proper,2020-04-09,-47.0
Tavastia Proper,2020-04-10,-79.0
Tavastia Proper,2020-04-11,-62.0
Tavastia Proper,2020-04-12,-78.0
Tavastia Proper,2020-04-13,-66.0
Tavastia Proper,2020-04-14,-59.0
Tavastia Proper,2020-04-15,-57.0
Tavastia Proper,2020-04-16,-57.0
Tavastia Proper,2020-04-17,-59.0
Tavastia Proper,2020-04-18,-55.0
Tavastia Proper,2020-04-19,-53.0
Tavastia Proper,2020-04-20,-51.0
Tavastia Proper,2020-04-21,-45.0
Tavastia Proper,2020-04-22,-48.0
Tavastia Proper,2020-04-23,-53.0
Tavastia Proper,2020-04-24,-62.0
Tavastia Proper,2020-04-25,-55.0
Tavastia Proper,2020-04-26,-60.0
Tavastia Proper,2020-04-27,-47.0
Tavastia Proper,2020-04-28,-52.0
Tavastia Proper,2020-04-29,-49.0
Tavastia Proper,2020-04-30,-42.0
Tavastia Proper,2020-05-01,-73.0
Tavastia Proper,2020-05-02,-54.0
Tavastia Proper,2020-05-03,-53.0
Tavastia Proper,2020-05-04,-45.0
Tavastia Proper,2020-05-05,-47.0
Tavastia Proper,2020-05-06,-45.0
Tavastia Proper,2020-05-07,-41.0
Tavastia Proper,2020-05-08,-49.0
Tavastia Proper,2020-05-09,-42.0
Tavastia Proper,2020-05-10,-44.0
Tavastia Proper,2020-05-11,-53.0
Tavastia Proper,2020-05-12,-44.0
Tavastia Proper,2020-05-13,-46.0
Tavastia Proper,2020-05-14,-46.0
Tavastia Proper,2020-05-15,-56.0
Tavastia Proper,2020-05-16,-60.0
Tavastia Proper,2020-05-17,-58.0
Tavastia Proper,2020-05-18,-48.0
Tavastia Proper,2020-05-19,-49.0
Tavastia Proper,2020-05-20,-38.0
Tavastia Proper,2020-05-21,-61.0
Tavastia Proper,2020-05-22,-45.0
Tavastia Proper,2020-05-23,-39.0
Tavastia Proper,2020-05-24,-46.0
Tavastia Proper,2020-05-25,-37.0
Tavastia Proper,2020-05-26,-31.0
Tavastia Proper,2020-05-27,-36.0
Tavastia Proper,2020-05-28,-37.0
Tavastia Proper,2020-05-29,-43.0
Tavastia Proper,2020-05-30,-33.0
Tavastia Proper,2020-05-31,-46.0
Tavastia Proper,2020-06-01,-26.0
Tavastia Proper,2020-06-02,-27.0
Tavastia Proper,2020-06-03,-29.0
Tavastia Proper,2020-06-04,-34.0
Tavastia Proper,2020-06-05,-48.0
Tavastia Proper,2020-06-06,-21.0
Tavastia Proper,2020-06-07,-27.0
Tavastia Proper,2020-06-08,-37.0
Tavastia Proper,2020-06-09,-32.0
Tavastia Proper,2020-06-10,-24.0
Tavastia Proper,2020-06-11,-27.0
Tavastia Proper,2020-06-12,-36.0
Tavastia Proper,2020-06-13,-20.0
Tavastia Proper,2020-06-14,-26.0
Tavastia Proper,2020-06-15,-23.0
Tavastia Proper,2020-06-16,-33.0
Tavastia Proper,2020-06-17,-22.0
Tavastia Proper,2020-06-18,-13.0
Tavastia Proper,2020-06-19,-56.0
Tavastia Proper,2020-06-20,-45.0
Tavastia Proper,2020-06-21,-21.0
Tavastia Proper,2020-06-22,-28.0
Tavastia Proper,2020-06-23,-27.0
Tavastia Proper,2020-06-24,-21.0
Tavastia Proper,2020-06-25,-28.0
Tavastia Proper,2020-06-26,-33.0
Tavastia Proper,2020-06-27,-3.0
Tavastia Proper,2020-06-28,-12.0
Tavastia Proper,2020-06-29,-27.0
Tavastia Proper,2020-06-30,-42.0
Tavastia Proper,2020-07-01,-30.0
Tavastia Proper,2020-07-02,-25.0
Tavastia Proper,2020-07-03,-28.0
Tavastia Proper,2020-07-04,-34.0
Tavastia Proper,2020-07-05,-25.0
Tavastia Proper,2020-07-06,-19.0
Tavastia Proper,2020-07-07,-28.0
Tavastia Proper,2020-07-08,-24.0
Tavastia Proper,2020-07-09,-28.0
Tavastia Proper,2020-07-10,-41.0
Tavastia Proper,2020-07-11,-34.0
Tavastia Proper,2020-07-12,-23.0
Tavastia Proper,2020-07-13,-30.0
Tavastia Proper,2020-07-14,-16.0
Tavastia Proper,2020-07-15,-20.0
Tavastia Proper,2020-07-16,-25.0
Tavastia Proper,2020-07-17,-28.0
Tavastia Proper,2020-07-18,-8.0
Tavastia Proper,2020-07-19,-13.0
Tavastia Proper,2020-07-20,-23.0
Tavastia Proper,2020-07-21,-32.0
Tavastia Proper,2020-07-22,-25.0
Tavastia Proper,2020-07-23,-34.0
Tavastia Proper,2020-07-24,-39.0
Tavastia Proper,2020-07-25,-26.0
Tavastia Proper,2020-07-26,-13.0
Tavastia Proper,2020-07-27,-24.0
Tavastia Proper,2020-07-28,-33.0
Tavastia Proper,2020-07-29,-32.0
Tavastia Proper,2020-07-30,-26.0
Tavastia Proper,2020-07-31,-29.0
Tavastia Proper,2020-08-01,-2.0
Tavastia Proper,2020-08-02,-21.0
Tavastia Proper,2020-08-03,-20.0
Tavastia Proper,2020-08-04,-13.0
Tavastia Proper,2020-08-05,-10.0
Tavastia Proper,2020-08-06,-12.0
Tavastia Proper,2020-08-07,-21.0
Tavastia Proper,2020-08-08,-6.0
Tavastia Proper,2020-08-09,-12.0
Tavastia Proper,2020-08-10,-15.0
Tavastia Proper,2020-08-11,-20.0
Tavastia Proper,2020-08-12,-25.0
Tavastia Proper,2020-08-13,-23.0
Tavastia Proper,2020-08-14,-19.0
Tavastia Proper,2020-08-15,12.0
Tavastia Proper,2020-08-16,-6.0
Tavastia Proper,2020-09-11,-27.0
Tavastia Proper,2020-09-12,-22.0
Tavastia Proper,2020-09-13,-23.0
Tavastia Proper,2020-09-14,-23.0
Tavastia Proper,2020-09-15,-26.0
Tavastia Proper,2020-09-16,-27.0
Tavastia Proper,2020-09-17,-34.0
Tavastia Proper,2020-09-18,-28.0
Tavastia Proper,2020-09-19,-30.0
Tavastia Proper,2020-09-20,-27.0
Tavastia Proper,2020-09-21,-24.0
Tavastia Proper,2020-09-22,-27.0
Tavastia Proper,2020-09-23,-29.0
Tavastia Proper,2020-09-24,-27.0
Tavastia Proper,2020-09-25,-22.0
Tavastia Proper,2020-09-26,-18.0
Tavastia Proper,2020-09-27,-17.0
Tavastia Proper,2020-09-28,-29.0
Tavastia Proper,2020-09-29,-34.0
Tavastia Proper,2020-09-30,-31.0
Tavastia Proper,2020-10-01,-33.0
Tavastia Proper,2020-10-02,-19.0
Tavastia Proper,2020-10-03,-26.0
Tavastia Proper,2020-10-04,-26.0
Tavastia Proper,2020-10-05,-31.0
Tavastia Proper,2020-10-06,-36.0
Tavastia Proper,2020-10-07,-37.0
Tavastia Proper,2020-10-08,-35.0
Tavastia Proper,2020-10-09,-38.0
Tavastia Proper,2020-10-10,-39.0
Tavastia Proper,2020-10-11,-38.0
Tavastia Proper,2020-10-12,-38.0
Tavastia Proper,2020-10-13,-40.0
Tavastia Proper,2020-10-14,-32.0
Tavastia Proper,2020-10-15,-32.0
Tavastia Proper,2020-10-16,-42.0
Tavastia Proper,2020-10-17,-34.0
Tavastia Proper,2020-10-18,-35.0
Tavastia Proper,2020-10-19,-32.0
Tavastia Proper,2020-10-20,-35.0
Tavastia Proper,2020-10-21,-40.0
Tavastia Proper,2020-10-22,-38.0
Tavastia Proper,2020-10-23,-39.0
Tavastia Proper,2020-10-24,-36.0
Tavastia Proper,2020-10-25,-29.0
Tavastia Proper,2020-10-26,-35.0
Tavastia Proper,2020-10-27,-36.0
Tavastia Proper,2020-10-28,-25.0
Tavastia Proper,2020-10-29,-31.0
Tavastia Proper,2020-10-30,-29.0
Tavastia Proper,2020-10-31,-30.0
Tavastia Proper,2020-11-01,-32.0
Tavastia Proper,2020-11-02,-30.0
Tavastia Proper,2020-11-03,-32.0
Tavastia Proper,2020-11-04,-29.0
Tavastia Proper,2020-11-05,-32.0
Tavastia Proper,2020-11-06,-28.0
Tavastia Proper,2020-11-07,-22.0
Tavastia Proper,2020-11-08,-12.0
Tavastia Proper,2020-11-09,-26.0
Tavastia Proper,2020-11-10,-28.0
Tavastia Proper,2020-11-11,-24.0
Tavastia Proper,2020-11-12,-27.0
Tavastia Proper,2020-11-13,-28.0
Tavastia Proper,2020-11-14,-21.0
Tavastia Proper,2020-11-15,-28.0
Tavastia Proper,2020-11-16,-27.0
Tavastia Proper,2020-11-17,-33.0
Tavastia Proper,2020-11-18,-34.0
Tavastia Proper,2020-11-19,-31.0
Tavastia Proper,2020-11-20,-30.0
Tavastia Proper,2020-11-21,-34.0
Tavastia Proper,2020-11-22,-35.0
Tavastia Proper,2020-11-23,-30.0
Tavastia Proper,2020-11-24,-35.0
Tavastia Proper,2020-11-25,-31.0
Tavastia Proper,2020-11-26,-32.0
Tavastia Proper,2020-11-27,-32.0
Tavastia Proper,2020-11-28,-38.0
Tavastia Proper,2020-11-29,-40.0
Tavastia Proper,2020-11-30,-32.0
Tavastia Proper,2020-12-01,-41.0
Tavastia Proper,2020-12-02,-37.0
Tavastia Proper,2020-12-03,-38.0
Tavastia Proper,2020-12-04,-45.0
Tavastia Proper,2020-12-05,-41.0
Tavastia Proper,2020-12-06,-51.0
Tavastia Proper,2020-12-07,-36.0
Tavastia Proper,2020-12-08,-42.0
Tavastia Proper,2020-12-09,-38.0
Tavastia Proper,2020-12-10,-40.0
Tavastia Proper,2020-12-11,-42.0
Tavastia Proper,2020-12-12,-32.0
Tavastia Proper,2020-12-13,-33.0
Tavastia Proper,2020-12-14,-27.0
Tavastia Proper,2020-12-15,-27.0
Tavastia Proper,2020-12-16,-32.0
Tavastia Proper,2020-12-17,-23.0
Tavastia Proper,2020-12-18,-40.0
Tavastia Proper,2020-12-19,-27.0
Tavastia Proper,2020-12-20,-42.0
Tavastia Proper,2020-12-21,-32.0
Tavastia Proper,2020-12-22,-27.0
Tavastia Proper,2020-12-23,-33.0
Tavastia Proper,2020-12-24,-71.0
Tavastia Proper,2020-12-25,-76.0
Tavastia Proper,2020-12-26,-45.0
Tavastia Proper,2020-12-27,-44.0
Tavastia Proper,2020-12-28,-41.0
Tavastia Proper,2020-12-29,-48.0
Tavastia Proper,2020-12-30,-41.0
Tavastia Proper,2020-12-31,-45.0
Tavastia Proper,2020-02-15,-10.0
Tavastia Proper,2020-02-16,-14.0
Tavastia Proper,2020-02-17,-11.0
Tavastia Proper,2020-02-18,-19.0
Tavastia Proper,2020-02-19,-23.0
Tavastia Proper,2020-02-20,-11.0
Tavastia Proper,2020-02-21,-22.0
Tavastia Proper,2020-02-22,-19.0
Tavastia Proper,2020-02-23,1.0
Tavastia Proper,2020-02-24,-4.0
Tavastia Proper,2020-02-25,-6.0
Tavastia Proper,2020-02-26,-10.0
Tavastia Proper,2020-02-27,1.0
Tavastia Proper,2020-02-28,-12.0
Tavastia Proper,2020-02-29,-5.0
Tavastia Proper,2020-03-01,-7.0
Tavastia Proper,2020-03-02,-6.0
Tavastia Proper,2020-03-03,-10.0
Tavastia Proper,2020-03-04,-13.0
Tavastia Proper,2020-03-05,-2.0
Tavastia Proper,2020-03-06,-12.0
Tavastia Proper,2020-03-07,-10.0
Tavastia Proper,2020-03-08,9.0
Tavastia Proper,2020-03-09,-6.0
Tavastia Proper,2020-03-10,-5.0
Tavastia Proper,2020-03-11,-15.0
Tavastia Proper,2020-03-12,-11.0
Tavastia Proper,2020-03-13,-27.0
Tavastia Proper,2020-03-14,-34.0
Tavastia Proper,2020-03-15,-32.0
Tavastia Proper,2020-03-16,-31.0
Tavastia Proper,2020-03-17,-44.0
Tavastia Proper,2020-03-18,-51.0
Tavastia Proper,2020-03-19,-49.0
Tavastia Proper,2020-03-20,-55.0
Tavastia Proper,2020-03-21,-58.0
Tavastia Proper,2020-03-22,-52.0
Tavastia Proper,2020-03-23,-52.0
Tavastia Proper,2020-03-24,-53.0
Tavastia Proper,2020-03-25,-60.0
Tavastia Proper,2020-03-26,-48.0
Tavastia Proper,2020-03-27,-55.0
Tavastia Proper,2020-03-28,-55.0
Tavastia Proper,2020-03-29,-58.0
Tavastia Proper,2020-03-30,-53.0
Tavastia Proper,2020-03-31,-55.0
Tavastia Proper,2020-04-01,-57.0
Tavastia Proper,2020-04-02,-54.0
Tavastia Proper,2020-04-03,-61.0
Tavastia Proper,2020-04-04,-60.0
Tavastia Proper,2020-04-05,-57.0
Tavastia Proper,2020-04-06,-52.0
Tavastia Proper,2020-04-07,-56.0
Tavastia Proper,2020-04-08,-59.0
Tavastia Proper,2020-04-09,-48.0
Tavastia Proper,2020-04-10,-72.0
Tavastia Proper,2020-04-11,-58.0
Tavastia Proper,2020-04-12,-65.0
Tavastia Proper,2020-04-13,-64.0
Tavastia Proper,2020-04-14,-57.0
Tavastia Proper,2020-04-15,-59.0
Tavastia Proper,2020-04-16,-57.0
Tavastia Proper,2020-04-17,-60.0
Tavastia Proper,2020-04-18,-47.0
Tavastia Proper,2020-04-19,-46.0
Tavastia Proper,2020-04-20,-51.0
Tavastia Proper,2020-04-21,-49.0
Tavastia Proper,2020-04-22,-49.0
Tavastia Proper,2020-04-23,-49.0
Tavastia Proper,2020-04-24,-57.0
Tavastia Proper,2020-04-25,-49.0
Tavastia Proper,2020-04-26,-52.0
Tavastia Proper,2020-04-27,-50.0
Tavastia Proper,2020-04-28,-54.0
Tavastia Proper,2020-04-29,-51.0
Tavastia Proper,2020-04-30,-42.0
Tavastia Proper,2020-05-01,-64.0
Tavastia Proper,2020-05-02,-52.0
Tavastia Proper,2020-05-03,-35.0
Tavastia Proper,2020-05-04,-42.0
